psmiles,value
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OC(COc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)CCC)cc1,1.3695
*C(C*)CCCN(CC(C)C)CC(C)C,0.867
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(c(c2)C(=O)OCCCCCCCCCCCC)c2c(cc(cc2Br)*)C(=O)OCCCCCCCCCCCC)Br)cc1,1.245
*Oc1ccc(cc1)OC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)*,1.26
*C1CC2CC(CC(C1)O2)OC(=O)Oc1cc(ccc1)OC(=O)O*,1.273
*C(C*)C1CCC(CC1)C(C)(C)C,0.914
*=C=C=C(C(=*)Cn1c2ccccc2c2ccccc12)Cn1c2ccccc2c2ccccc12,1.305
*NC(=O)CCCC(=O)NCCCCC*,1.1735
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)S(=O)(=O)c2cc(ccc2)*)cc1,1.38
*OC(C(*)([2H])[2H])([2H])[2H],1.227
*Oc1ccc(cc1)C1(CC(CC(C1)C)(C)C)c1ccc(cc1)OC(=O)*,1.107
*Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)*)Cl)(C)C)Cl,1.24845
*OC(=O)c1cc(ccc1)C(=O)OCCCCCCCCCCCC*,1.008
*c1sc(c(c1OCCCCCCCCCCCC)OCCCCCCCCCCCC)C=C*,1.28
*C(C*)c1cc2c(cc1)cccc2,1.108
*C1C2C(C(C1)CC*)C1C(CC2C1)CC,1.01
*C(C*)C(CC)CC,0.89
*Oc1cc(c(cc1)CCc1ccc(cc1)OCCCCCCCCC*)C,1.3
*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)NC(=O)C*,1.2581
*NC(=O)C(C(C(=O)NCCCC*)OC)OC,1.26
*OC(*)C(Cl)(Cl)Cl,2.012
*C(C(CC*)(F)F)(Cl)F,1.7
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)NCCCCCCNC(=O)*)cc1,1.165
*C1C(=O)N(C(=O)C1*)Nc1ccccc1,0.8102
*C(C*)(C(=O)OC12CC3(CC(CC(C1)C3)(C2)C)C)C,1.044
*OC(C*)CC,0.968
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2C)Cc2cc(c(c(c2)C)Oc2ccc(cc2)*)C)C)cc1,1.3138
*Oc1ccc(cc1)Cc1ccc(cc1)OC(=O)*,1.26075
*C(C(CCCCCCCC*)Cl)Cl,1.14
*NC(=O)CCC(=O)NCCCCCC*,1.26
*C(C*)S(=O)c1ccccc1,1.382
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)C(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C)C)(C)C)cc1,1.301
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)NC2CCC(CC2)CC2CCC(CC2)NC(=O)*)cc1,1.2075
*OC(=O)Nc1ccc(cc1)CCc1ccc(cc1)NC(=O)OCC*,1.3055
*Oc1c(cc(cc1Cl)C(c1cc(c(c(c1)Cl)OC(=O)*)Cl)(C)C)Cl,1.4075
*NC(C(=O)NCCCC(=O)*)C,1.21
*c1nc(cs1)c1nc(sc1)NCc1c(c(cc(c1)C(=O)O)CN*)N,1.56
*OC(=O)c1ccc(cc1)C(=O)OCCCCCCCCCC*,1.046
*OC(=O)c1ccc(cc1)C(=O)OCCCCC*,1.336
*OC(C*)COCC=C,1.048
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,1.26
*C(C*)(C(=O)OCC[N+](=O)[O-])C,1.354
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)NC(=O)c1ccc(cc1)*,1.27
*NC(CC(=O)*)C(=O)OCCCCCCCCCCCC,0.99
*NC(=O)CC(=O)NCCCCC*,1.289
*C(C*)OC(CC)C,0.924
*C1OCC(CO1)OC(=O)CCCCCCC*,1.439
*Oc1c(cc(cc1)C(=O)*)CCCCCCCCCCCCCC,1.155
*NC(C(=O)*)CCCNC(=O)c1ccc(cc1)F,1.24
*OC(C*)CS(=O)(=O)CC,1.361
*Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OCC(C*)O)C)(C)C)C,1.13
*NC(=O)CCCCCCCCCCC(=O)NCCc1ccc(cc1)CC*,1.108
*OC(=O)NCCCNC(=O)OCCCCCC*,1.25
*C1C(=O)N(C(=O)C1C(C*)c1ccccc1)CCCCCCCCCCCCCC,1.043
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)*,1.238
*OC(=O)c1ccc(cc1)C(=O)OCCNC(=O)CCCCC*,1.1715
*NC(=O)CCc1ccc(cc1)CCC(=O)NCCCCCCCCCC*,1.12
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,1.232053333
*C1C2C(C(C1)CC*)C1C(CC2C1)c1ccc(cc1)COC(CC)C,1.01
*S=N*,2.06175
*C(C*)c1ccc(cc1)F,1.047
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)NC(=O)c1ccc(cc1)C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)C(=O)Nc1ccc(cc1)*,1.28
*OC(C*)C,1.026444286
*N1C(=O)c2c(C1=O)cc(cc2)Oc1c(cc(c(c1)C(C)(C)C)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)*)cc1)C(C)(C)C,1.18
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OC(COc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)CCCCCC)cc1,1.3369
*OC1C(C(C1(C)C)*)(C)C,1.05
*NC(C(=O)*)CCNC(=O)OCc1ccccc1,1.185
*C=CCCCCCC*,0.993
*NC(=O)CCCCCCCCCCCCCC(=O)NCCc1ccc(cc1)CC*,1.075
*=C=C=C(C(=*)CCCCOC(=O)NC(C)C)CCCCOC(=O)NC(C)C,1.164
*C(C*)(C(=O)C)C,1.1412
*Oc1ccc(cc1)C(=O)OCCOC(=O)c1ccc(cc1)OCCCC*,1.2973
*Oc1ccc(cc1)C(=O)OC(=O)c1ccc(cc1)OCCCC*,1.266
*NC(=O)CCCCCCCCCCC(=O)NCCCCCCCCCCCCCCCCCC*,1.015
*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)C(=O)Nc2c(cc(cc2C)c2cc(c(c(c2)C)NC(=O)c2cc(c(cc2)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)C)C)cc1,1.286
*SCCCC*,1.21
*Oc1c(cc(cc1)C(=O)*)CCCCCC,1.155
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)c2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)O)O)cc1,1.458
*c1ccc2c(nc([nH]2)c2ccc3sc4c(c3c2)cc(cc4)c2nc3c([nH]2)ccc(c3)C*)c1,1.236
*C1CC2CC(CC(C1)O2)OC(=O)Oc1ccc(cc1)OC(=O)O*,1.251
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)C2(c3ccccc3-c3ccccc23)c2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)F)F)cc1,1.29
*/C=C\CC*,0.939404615
*NC(=O)CCCC(=O)NCCCCCC*,1.26
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(=O)c2cc(ccc2)C(=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.335
*C(C*)C(=O)N1CCOCC1,1.238
*NC(C(=O)*)CCCCSC,1.26
*C1(CC(C1)*)C#N,1.1
*C(C*)c1ccc(nc1)C,1.103
*SC(C*)CC,1.093
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(ccc1)Oc1cc(ccc1)*,1.414
*Oc1cc(c(cc1)S(=O)(=O)c1c(cc(cc1)Oc1c(cc(cc1)C(c1cc(c(cc1)*)[Si](C)(C)C)(C(F)(F)F)C(F)(F)F)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,1.16
*SCCCCCC*,1.124
*C1C(C2CC(C1C2)*)CCCC,0.985
*C(CCC*)(Cl)C,1.255
*c1n(c(cc1)c1sc(cc1)*)C#Cc1ccc(cc1)CCCCCC,1.23
*c1nc2c(c(c1)c1ccccc1)cc(cc2)Oc1cc2c(nc(cc2c2ccccc2)c2ccc(cc2)Oc2ccc(cc2)*)cc1,1.174
*C(C*)CCCC,0.8486
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC)C,1.16
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)*,1.287
*Oc1cc2c(cc1)cc(cc2)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,1.23
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)c2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)C)cc1,1.30813
*C(C*)(C(=O)OC1CCCC1)C,1.104
*NC(=O)CCCCCC(=O)NCCCCC*,1.135
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C=CC(=O)OCCOC(=O)*)cc1,1.253333333
*NC(=O)C(C(=O)NCCCCCC*)CCCCCCCCCC,1.0003
*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*,1.327
*C(C*)(C(=O)OC(C)(C)C)C,1.02075
*c1nc(nc(n1)Oc1cc2c(cc1)cc(cc2)C(=O)Oc1c2C(=O)c3c(C(=O)c2ccc1)cccc3OC(=O)c1cc2c(cc1)cc(cc2)O*)N1CCN(CC1)C,1.188
*N=P(*)(Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl,1.548
*OC(=O)CCCCC(=O)OCCOCC*,1.1918
*OC(*)CCl,1.804
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)C,1.22
*NC(=O)C(C(=O)NCCCCCCCC*)CCCCCCCCCCCC,0.996
*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1nc2c(n1CC)cc(cc2)[N+](=O)[O-])OC,1.31
*N=P(*)(Cl)Cl,2.16
*C1C(C(C(C1)C=C*)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F,1.626
*NC(CC(=O)*)C(=O)OCCCCCC,1.066666667
*NC(=O)C(C(=O)NCCCCCC*)CCCCCCCCC,1.008
*ON(C(C(*)(F)F)(F)F)C(F)(F)F,1.934666667
*C(=C*)c1ccc(cc1)C#C,1.097
*OC1C(C(C1(C)C)OC(=O)*)(C)C,1.087625
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)*)cc1)(C)C,1.242
*NC(=O)C(C(C(=O)NCC*)OC)OC,1.34
*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)C(c2cc(c(cc2)O)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)(C(F)(F)F)C(F)(F)F)O)cc1,1.49
*NC(=O)CNC(=O)CCCCCCCCCCC*,1.128
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.43021
*C(C*)(C(=O)OC(C)C(F)(F)F)C,1.34
*C(=C(*)c1ccccc1)c1ccc(cc1)[Si](C(C)C)(C(C)C)C(C)C,0.99
*OC(=O)CCCCCCCCC*,1.067483333
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)C2(c3ccccc3-c3ccccc23)c2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(C)C)C(C)C)cc1,1.2
*C(C*)(c1ccc(cc1)OC(=O)C)OC(=O)C,1.261
*C(C*)c1ccc(cc1)C(C)(C)C,0.94758
*C(=CCCC*)c1ccc(cc1)OC,1.083
*Oc1cc2c(cc1)cc(cc2)C(=O)*,1.355
*NC(C(=O)*)C(C)C,1.09
*NC(=O)CCCCCCCCCC*,1.047738095
*N1C(=O)c2c(C1=O)cc(cc2)Oc1c(cc(cc1C)c1cc(c(c(c1)C)Oc1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)Cc2cc(c(c(c2)C)*)C)C)cc1)C)C,1.162
*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)NC(=O)C*,1.338
*C(C(CC*)(F)F)(F)F,1.707
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)*)cc1,1.39085
*c1nc(nc(n1)Oc1c(cccc1)C(=O)OCCOCCOCCOC(=O)c1c(cccc1)O*)N(CC)c1ccccc1,1.125
*Oc1c(cccc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,1.338
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)NC(=O)*)cc1,1.413
*C1OC(C(C(C1OCC)OCC)O*)COCC,1.13
*Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*,1.403
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1)C(c1cc(c(cc1)*)C(O)(C(F)(F)F)C(F)(F)F)(C)C)C(O)(C(F)(F)F)C(F)(F)F,1.46
*C(C*)CC1CCCC1,0.9125
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)C(c1ccc(cc1)*)(c1ccccc1)C(F)(F)F,1.345
*NC(C(=O)*)CCC(=O)OCc1ccc(cc1)Cl,1.371
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCC*,1.3233
*Oc1cc(ccc1)OC(=O)c1c(cccc1)C=Cc1ccc(cc1)C=Cc1c(cccc1)C(=O)*,1.185
*OC(=O)CCCCC(=O)OCC1CCC(CC1)C*,1.181
*Oc1ccc(cc1)C1(C2CCC(C1)C2)c1ccc(cc1)OC(=O)*,1.203333333
*O[Si](c1ccc(cc1)[Si](*)(C)C)(C)C,1.083
*N1CCN(CC1)C(=O)OCCOC(=O)c1ccc(cc1)C(=O)OCCOC(=O)*,1.32
*c1ccc(cc1)c1ccc(cc1)C(*)(C(F)(F)F)C(F)(F)F,1.24
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(c1ccccc1)C,1.239
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)C(=O)c1ccc(cc1)*,1.47
*NC(=O)C(C(=O)NCCCCCC*)CCCCCCCC,1.02
*c1ccc(cc1)C(C(*)(F)F)(F)F,1.580428571
*SCCCCCCCCCCC(=O)NCCc1ccc(cc1)CCNC(=O)CCCCCCCCCC*,1.067
*N1CCN(CC1)C(=O)OCCOC(=O)*,1.35
*NC(C(=O)*)CCC(=O)OCCCCCCCCCCCCCC,1.041
*Oc1ccc(cc1)c1ccc(cc1)Oc1c(c(c(c(c1F)F)COC(c1cc(ccc1)C(OCc1c(c(c(c(c1F)F)*)F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)F)F,1.552
*OC(=O)CCCCCCCC(=O)OCCCCCCCCCC*,0.9381
*OC(=O)CCCCC(=O)OCC*,1.2490625
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)*)(C)C)cc1)(C)C,1.267
*NC(=O)C(C(=O)NCCCCCC*)CCCCC,1.039
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1)(C(F)(F)F)C(F)(F)F,1.3915
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)*)cc1)(C(F)(F)F)C(F)(F)F,1.355
*c1sc(cc1CCCCCCCCCCCC)*,1.036666667
*NC(CC(=O)*)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,1.01
*C(C*)OC,1.05
*Oc1c(cc(cc1)Cc1cc(c(cc1)OC(=O)*)C)C,1.25
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1c(cc(cc1C)c1cc(c(c(c1)C)*)C)C,1.289
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cc(cc(c1)Br)C(=O)c1ccc(cc1)*,1.417
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)*)(C)C,1.21
*OC(CC(=O)*)C,1.2345
*C(CC*)(C)C,0.8718
*Nc1ccc(cc1)*,1.234
*OC(=O)c1ccc(cc1)C(=O)OCCCCc1ccc(cc1)CCCC*,1.35
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.459222222
*Nc1cc(ccc1)C=CC(=O)C=Cc1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)*,1.21
*C(=C(*)C)[Si](C)(C)C,0.808555556
*NC(=O)C(C(=O)NCCCCCC*)CCC,1.061
*N1C(=O)c2ccc3C(=O)N(C(=O)c4ccc(C1=O)c2c34)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,1.407
*C1OC(C(C(C1O)O)O*)CO,0.961904762
*c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)C(c2ccc(cc2)NC(=O)*)(C(F)(F)F)C(F)(F)F)C)C)cc1,1.351
*=C=C=C(C(=*)CCCCOS(=O)(=O)c1ccc(cc1)C)CCCCOS(=O)(=O)c1ccc(cc1)C,1.405
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)C(c2cc(c(c(c2)C)*)C)c2c3c(ccc2)cccc3)C)cc1,1.2599
*C(C*)(F)F,1.711938776
*c1cc2c(C(=O)N(C2=O)c2c(c3c(C(CC3)(C)C)c(c2C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)cc1,1.2251
*C(=C(*)c1ccccc1)c1ccc(cc1)[Si](C)(C)C,0.91
*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)NC(=O)C*,1.33125
*C(C*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,1.075
*OC(CCC(OC(=O)CCCCC(=O)*)C)C,1.076
*OC(=O)CCCCC(=O)OCCCC*,1.085933333
*C(C*)(C(=O)OCc1c(cccc1Cl)Cl)C,1.463
*OC(=O)c1ccc(cc1)C(=O)OCCCCCC(=O)NCCCCCCNC(=O)CCCCC*,1.147
*c1ccc(cc1)C1C(C(C1c1ncccc1)*)c1ncccc1,1.237
*NC(=O)C(C(=O)NCCCCCC*)CCCCCCCCCCCCCCC,0.995
*/C=C/C(C(*)C(=O)O)CN,1.83
*N1C(=O)CC(CC1=O)CCC*,1.295454545
*NC(=O)CCCCCCC(=O)NCC1CC(CCC1)C*,1.13
*C(C*)C(=O)OC12CC3(CC(CC(C1)C3)(C2)C)C,1.043
*Oc1c2c(ccc1)ccc(c2)OC(=O)c1c(cccc1)C=Cc1ccc(cc1)C=Cc1c(cccc1)C(=O)*,1.216
*C(C*)(C(=O)OCC(C(C(C(F)F)(F)F)(F)F)(F)F)C,1.6382
*c1sc(cc1CCCCCCCCCC)*,0.998333333
*C(C*)Cc1c(cccc1)C,1.031
*NC(=O)C(C(C(=O)NCCCCCCCC*)OC)OC,1.18
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)*)cc1,1.36032
*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)C(=O)Nc2ccc(cc2)C(c2ccc(cc2)NC(=O)c2cc(c(cc2)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C)cc1,1.399
*NC1CCC(CC1)CC1CCC(CC1)NC(=O)CCCCCCCCCCCCC(=O)*,0.917
*OCCC*,1.146
*C(C*)SCCCC,0.984
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)*)(C(F)(F)F)C(F)(F)F)cc1,1.3857975
*Oc1ccc(cc1)C1(C2C3C(CCC3)C(C1)C2)c1ccc(cc1)OC(=O)*,1.2
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1C)C1C(CC(CC1)C(c1cc(c(c(c1)C)*)C)(C)C)C)C,1.1
*OC(=O)C(C*)(C)C,1.2124
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1C(C)C)C(c1cc(c(c(c1)C(C)C)*)C(C)C)(C)C)C(C)C,1.05
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)C(c2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)c2c3c(ccc2)cccc3)C)cc1,1.2381
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)(C)C)cc1,1.271998
*C(C(=O)C*)c1ccc(cc1)F,1.347
*/C(=C\CC*)/Cl,1.25022
*N(c1ccc(cc1)Cc1ccc(cc1)*)Cc1ccccc1,0.82
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(CCC)C,1.13
*c1nc(cs1)c1nc(sc1)NCc1c(c(cc(c1)S(=O)(=O)O)CN*)N,1.58
*NC(=O)C(C(=O)NCCCC*)CCCCCCCCCCCC,1.005
*C(C*)(C(=O)OCC(C(F)F)(F)F)C,1.496
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(ccc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1cc(ccc1)*,1.377045
*N1C(=O)C2CC3C(C2C1=O)C(=O)N(C3=O)c1ccc(cc1)Oc1ccc(cc1)*,1.38
*N1C(=O)c2c(C1=O)cc(cc2)c1ccc(cc1)c1cc2c(C(=O)N(C2=O)CCCCCCCCCCC*)cc1,1.265
*C(C*)(C(=O)OC(C(C)(C)C)C)C,0.99
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.371
*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)*)C)cc1,1.337
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.4255
*NC(C(=O)NC(C(=O)*)C(C)C)C,1.3
*c1nc(nc(n1)Oc1c2c(ccc1C(=O)Oc1ccc(cc1)C1(c3c(C(=O)O1)cccc3)c1ccc(cc1)OC(=O)c1c(c3c(cc1)cccc3)O*)cccc2)N1CCCCC1,1.215
*c1ccc2c(nc([nH]2)c2ccc3S(=O)(=O)c4c(-c3c2)cc(cc4)c2nc3c([nH]2)ccc(c3)O*)c1,1.131
*Oc1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,1.39
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1,1.45
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.4755
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(c(c2)C(=O)OCCCCCCCCCC)c2c(cc(cc2Br)*)C(=O)OCCCCCCCCCC)Br)cc1,1.2725
*NC(=O)CCCCCCC(=O)NCCCCCCCC*,1.109
*C(C*)(C(=O)OCCCCCCN(c1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)C)C)C,1.28
*C(C*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,1.1
*N(C(=O)CCCCCCCCC(=O)N(CCCCCCCCCC*)C)C,1.02
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1)C(c1cc(c(cc1)*)C(OC)(C(F)(F)F)C(F)(F)F)(C)C)C(OC)(C(F)(F)F)C(F)(F)F,1.39
*Oc1ccc(cc1)OC(=O)CCCCC(=O)*,1.287
*NC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCC*,1.0925
*NC(=O)C(C(=O)NCCCCCC*)CCCCCCCCCCCCCCCC,0.99
*OC(=O)CCCCC*,1.118345455
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.4179
*C(C*)CC(C)(C)C,0.852
*C(C*)(C(=O)OCC1OC(OC1)c1ccccc1)C,1.252
*C(C*)(C(=O)Oc1c(c(ccc1)C)C)C,1.156
*c1c(cc(c(c1)OCCO)C#Cc1c(cc(c(c1)OCC(CCCC)CC)C#C*)OCC(CCCC)CC)OCCO,1.06
*Oc1ccc(cc1)C(c1ccc(cc1)OCC(C*)O)(C)C,1.217734783
*NC(C(=O)*)CCCNC(=O)OCc1ccccc1,1.247
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2c(c3c(C(CC3)(C)C)c(c2C)*)C)cc1,1.1902
*Oc1ccc(cc1)SC(=O)Sc1ccc(cc1)*,1.309
*NC(=O)C(C*)(CCC)C,1.067
