psmiles,value
*Nc1cc(ccc1)C=CC(=O)C=Cc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)*,1.22
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1,1.48
*c1cc2c(C(=O)N(C2=O)c2c3c(ccc2)c(ccc3)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)C(c2ccc(cc2)NC(=O)*)(C(F)(F)F)C(F)(F)F)cc1,1.404
*NC(=O)CCCCC(=O)NCCCC*,1.22845
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C12CC3(CC(CC(C1)C3)C2)c1ccc(cc1)*,1.238
*C=CC(C(*)C(=O)OCc1ccc(cc1)Cl)C(=O)OCc1ccc(cc1)Cl,1.466
*NC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCCCCCCCC*,1.024
*OC(C*)CS(=O)(=O)CCCC,1.265
*Oc1c(cc(cc1C)C(c1cc(c(c(c1)Cl)OC(=O)*)C)(C)C)Cl,1.24
*N1C(=O)c2c(C1=O)ccc(c2)C(c1ccc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc(cc(c2)Oc2ccc(cc2)*)Oc2ccc(cc2)*)c1)(C(F)(F)F)C(F)(F)F,1.42475
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2cc(ccc2)NC(=O)*)cc1,1.215
*C(C*)(C(=O)OCC(O)C)C,1.215
*NC(=O)CCCCCCCC(=O)NCCCC*,1.127
*C(C(*)(c1c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])[2H])([2H])[2H],1.116
*N1C(CCC1)C(=O)*,1.295
*C(C*)C(=O)OCCCCCCOc1cc(c(cc1)C=Nc1ccc(cc1)OCCCCC)O,1.11
*C(C*)(C(=O)OC(C)C)Cl,1.27
*c1nc(nc(n1)Oc1ccc(cc1)C(c1ccc(cc1)O*)(C)C)OC,1.048
*C(C*)OCCC,0.94
*OC(=O)CCCCCCCC(=O)OCCCCCCCCC*,0.9524
*Oc1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)OCC(C*)O)C)C,1.3
*c1nc(nc(n1)Oc1c(cccc1)C(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1c(cccc1)O*)(C)C)N1CCOCC1,1.19
*NC(=O)CCCCCCC(=O)NCCCC*,1.147
*Oc1ccc(cc1)OC(=O)CCCCCCCCC(=O)*,1.1888
*C(C*)(C(=O)OCc1cc(ccc1)Cl)C,1.264
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Oc2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.375
*SCCCCC(=O)NCCc1ccc(cc1)CCNC(=O)CCCC*,1.174
*C(C*)CCCCCCCCCCC,0.8532
*/C=C/CCCCCC*,1
*C(C*)OC(=O)c1ccccc1,1.214
*NC(=O)C(=O)NCCCP(CCC*)CCCCCCCC,1.086
*C(C*)(C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,1.8192
*c1ncc(cc1)C(=O)NCCCCCCNC(=O)*,1.266
*OCC(C*)(C)C,0.979666667
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,1.4
*OCC(C*)(CC)C,0.9465
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2c(cc(c(c2C)*)C)C)cc1,1.267
*N=P(*)(Oc1ccccc1)Oc1ccccc1,1.3635
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C2(c3ccccc3-c3ccccc23)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.31
*SCC(C*)(C)C,1.098
*C(C*)OCC(CCCC)CC,0.897
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(c(c2)C)c2c(cc(cc2C)*)C)C)cc1,1.263
*OC(=O)c1cc(ccc1)C(=O)OCCC*,1.207
*Nc1cc(ccc1)C=CC(=O)C=Cc1cc(ccc1)NC(=O)/C=C/C(=O)*,1.16
*c1c2c([nH]c1*)cccc2,0.7015
*C(*)C,0.9145
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,1.32
*Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)*,1.19
*C(C*)(C(=O)OCC(C(F)F)(F)F)F,1.6447
*NC(=O)CCCCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCCCC*,1.013
*NC(CC(=O)*)C(=O)OCCCCCCCC,1.06
*C(C*)C(=O)N(c1c(cccc1)C)O,1.26
*Nc1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)*,1.339466667
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1c(cc(cc1C)C(c1cc(c(c(c1)C)*)C)c1c2c(ccc1)cccc2)C,1.2697
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)*)(C(F)(F)F)C(F)(F)F)cc1,1.385
*c1c(cc(c(c1)OC)C=C*)OCC(CCCC)CC,0.66
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)SCCCCCCSC(=O)*)(C)C,1.203
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*,1.249
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2cc(ccc2)Oc2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.434
*C(C*)C(=O)O[Na],1.7
*OC(C*)COCC,1.025
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.4738
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2c(c3c(C(CC3)(C)C)c(c2C)*)C)cc1,1.2183
*C(C*)(C(=O)OCC(C)C)C,1.048816667
*Oc1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,1.329
*NC(=O)CCCCCCCCCCCCCC(=O)NCc1ccc(cc1)C*,1.09
*OC(C(C(C(*)(F)F)(F)F)(F)F)(F)F,1.775
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)c1cc(c(cc1)Oc1cc2c(C(CC2(c2ccc(cc2)Oc2c(cc(cc2)c2ccc(cc2)*)C(F)(F)F)C)(C)C)cc1)C(F)(F)F,1.27
*Oc1cc(ccc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,1.345
*C(C*)c1cc(c(cc1)Cl)[N+](=O)[O-],1.45
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(CCCCCCCCC(*)(C)C)(C)C)cc1,1.0545
*Oc1c(cc(cc1)c1ccc(cc1)C(=O)*)c1ccccc1,1.429
*c1sc(cc1C)*,1.43
*NC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)NCc1ccc(cc1)C*,1.056
*Oc1c(cc(cc1)C(=O)*)CCCCCCCCCCCC,1.155
*OC(=O)CCCCCCCC(=O)OCC*,1.192333333
*NC(=O)CCCCCCCCCCCC(=O)NCc1ccc(cc1)C*,1.108
*OC(C*)c1ccccc1,1.139
*C1OC(C(C(C1OC(=O)C)OC(=O)C)O*)COC(=O)C,1.18
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)Cc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.285
*N(CC*)C(=O)CCCCCC,1.01
*C(C*)c1c(cccc1)Br,1.5575
*C(C*)c1ccccc1,1.0457
*C(C*)CCCCCCCCCCCCCCCC,0.91305
*NC(=O)C(C(=O)NCCCCCC*)CCCCCCCCCCCCCCCCC,0.985
*NC(=O)C(C*)(CCCC)C,1.039
*OC(=O)CCCCCCC(=O)OCC*,1.231
*C(=C*)c1ccc(cc1)c1ccc(cc1)C#C,1.135
*OCCCCCCCC*,1.025
*O[Si](CCC(C(C(C(C(C(C(C(C(C(CC[Si](*)(CCC(F)(F)F)C)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(CCC(F)(F)F)C,1.69
*C(C*)(C(=O)OCC(C(F)(F)F)(F)F)F,1.654
*C(*)C(=O)OCCC,1.161
*Nc1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)c1ccc(cc1)C(=O)*,1.31
*C(C*)CCc1ccccc1,1.016333333
*Nc1c(ccc(c1)NC(=O)c1ccc(cc1)C(=O)*)C,1.308
*Oc1cc2c(C(CC32CC(c2ccc(cc32)OC(=O)*)(C)C)(C)C)cc1,1.366
*S(=O)(=O)c1c(cc(cc1C)C(c1cc(c(c(c1)C)*)C)(C)C)C,1.147333333
*C(C*)OC=O,1.383025
*Oc1cc2c(C(CC32CC(c2ccc(cc32)OC(=O)c2cc(ccc2)C(=O)*)(C)C)(C)C)cc1,1.132
*c1nc(nc(n1)Oc1c(cccc1)C(=O)Oc1c2C(=O)c3c(C(=O)c2c(cc1)OC(=O)c1c(cccc1)O*)cccc3)N(CC)c1ccccc1,1.17
*SCCCCCC(=O)NCc1ccc(cc1)CNC(=O)CCCCC*,1.175
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2cc(ccc2)*)cc1,1.36742
*c1oc(nn1)CCCCCCCC*,1.21
*NC(=O)CCCCCCCCCCC(=O)NCCCCCCCC*,1.062
*SC(=O)SCCCCCCCCC*,1.17
*C1CC2CC(CC(C1)O2)OC(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)O*)(C)C,1.245
*OC(=O)CCCCCCCCC(=O)OCC(C*)(CC)C,1.457
*NC(=O)CCCCCCCCCCCC(=O)NCCCCCCCCCCCCC*,1.031125
*c1nc2c([nH]1)ccc(c2)c1ccc2c(nc([nH]2)c2ccc3S(=O)(=O)c4c(-c3c2)cc(cc4)*)c1,1.018
*C(C*)OC(=O)c1ccc(cc1)C,1.163
*C(*)C(=O)OCC,1.221
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)NC(=O)*)cc1,1.312333333
*NC(=O)CCCCCCCCCCCCCCCCC(=O)NCCCCCCCCCC*,1.024
*c1[nH]c(cc1)*,1.175
*Oc1c(cc(c(c1)C)C(c1c(cc(c(c1)C(C)C)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)C)c1c(cccc1)C(=O)O)C(C)C,1.128
*C1CC(CC1)C=C*,1.295
*C(C*)(c1ccc(cc1)OC(=O)CCC)OC(=O)C,1.223
*NC(C(=O)*)CC(=O)OCCCc1ccccc1,1.24
*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)cc1,1.3608625
*OC(=O)NC1CC(CC(C1)(CNC(=O)OCC*)C)(C)C,1.2
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*)(C)C,1.236
*c1n(c(nn1)c1cc(ccc1)c1n(c(nn1)c1ccc(cc1)*)c1ccccc1)c1ccccc1,1.2315
*c1[nH]c(c(c1OC)OC)*,1.373
*c1nc(nc(n1)Oc1c(cccc1)C(=O)Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OC(=O)c1c(cccc1)O*)N1CCOCC1,1.188
*NC(C(=O)*)CCC(=O)OCCc1ccccc1,1.19
*OC(=O)CCS(=O)(=O)Cc1ccc(cc1)CS(=O)(=O)CCC(=O)*,1.529
*C(C*)OC(=O)CCCC(=O)c1ccc(cc1)C,0.85
*C(C(CC*)Cl)C,1.161
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)Sc1ccc(cc1)C(c1ccc(cc1)SC(=O)*)(C)C)(C)C,1.194
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)C,1.259666667
*OC(=O)CCS(=O)(=O)CCC(=O)*,1.372
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)*,1.36
*NC(=O)CCC(=O)NCCCCCCCCCC*,1.19
*C(C(=O)C*)c1ccc(cc1)C,1.148
*Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)c1c(cccc1)C=Cc1ccc(cc1)C=Cc1c(cccc1)C(=O)*)C)(C)C)C,1.112
*C(C*)O[N+](=O)[O-],1.586
*OC(=O)CCCCCCCCC(=O)OCCOCC*,1.128
*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,1.457
*C(C*)C(=O)OCCCC,1.052166667
*Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)*)C)(C)C)C,1.2
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)Cc2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)C)cc1,1.318495
*Oc1c(cc(cc1)C(=O)*)CCCCC,1.155
*Oc1ccc(cc1)NC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,1.55
*Oc1ccc(cc1)C(=O)c1ccc(cc1)*,1.34575
*N1C(CCC1)C(=O)N1C(CCC1)C(=O)NC(C(=O)*)c1ccccc1,1.2
*c1nc(nc(n1)Oc1c(cccc1)C(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1c(cccc1)O*)(C)C)N(CC)c1ccccc1,1.154
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)*)cc1,1.41
*NC(C(=O)*)CC(=O)OCc1ccc(cc1)C,1.28
*NC(=O)CCCCCCC(=O)NC*,1.25
*C(C*)C#N,1.168877778
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2c(cc(cc2)Cc2cc(c(cc2)*)C)C)cc1,1.296
*C(C*)C(C)C,0.909545455
*C(C*)c1c(cc(cc1C)C)C,1.168
*C(C*)(C(=O)Oc1c(cccc1C)C)C,1.143
*O[Si](*)(CC)CC,1.082
*OC(=O)c1ccc(cc1)C(=O)OCCC*,1.333902439
*C(C*)Br,2.26
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2c(cc(c(c2)C)Cc2c(cc(c(c2)C)*)C)C)cc1,1.264
*C(C*)(C(=O)OCCCl)C,1.32
*c1oc(nn1)CCCCCCCCC*,1.28
*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)c2cc(c(c(c2)C)*)C)C)cc1,1.303
*NC(=O)CCCCCCCCCCC(=O)NC*,1.16
*Oc1c(c(ccc1)Oc1cc(ccc1)*)C#N,1.335
*/C=C/CCCCCCCC*,0.99
*C(C*)(CC(=O)Oc1cc(ccc1)C)C(=O)Oc1cc(ccc1)C,1.11
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCC(C*)O,1.38
*NC(=O)CCCCCCCCCC(=O)NCc1ccc(cc1)C*,1.13
*OC(*)CCCCCC,0.919
*c1nc(nc(n1)Oc1c(cccc1)C(=O)Oc1cc(ccc1)OC(=O)c1c(cccc1)O*)N(CC)c1ccccc1,1.192
*OC(=O)c1ccc(cc1)C(=O)OCC*,1.379743731
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OCCOCCOCCOc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.4365
*C(C*)C(=O)OCC,1.136333333
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2c(cccc2)NC(=O)*)cc1,1.155
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cc(ccc1)C(=O)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,1.359
*C(=CCC*)c1ccccc1,1.063
*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)C*,1.2891
*NC(CC(=O)*)C(=O)OCC(C)C,1.175
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C1(C2CC3CC(CC1C3)C2)c1ccc(cc1)*,1.231
*C(C*)c1ccc(cc1)O,1.18825
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCCCC*,1.3113
*OC(=O)c1c2c(ccc1)c(ccc2)C(=O)OCC*,1.38
*S(=O)(=O)NCCCCCCNS(=O)(=O)c1cc(ccc1)*,1.4
*OC1CCC(CC1)OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)*,1.1111
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1nccc(n1)*,1.523333333
*OC(C*)CCCCCC,0.959
*NC(=O)CCCCCCCCCCCCC(=O)NCCc1ccc(cc1)CC*,1.091
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc3S(=O)(=O)c4c(-c3cc2C)cc(c(c4)*)C)cc1,1.372
*C(=C*)C(C)(C)C,0.922585714
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)*,1.469005
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)*)cc1)(C)C,1.357
*NC(=O)CCCCCCCC(=O)NCc1ccc(cc1)C*,1.152
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCC1CCC(CC1)C*,1.18735
*NC(C(=O)*)C,1.29
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)C(c2ccc(cc2)OC(=O)*)(C)C)cc1,1.355
*OC(=O)CCC(=O)OCC*,1.362666667
*C(C*)C(=O)OC(C)(C)C,1.114
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)C(c2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)c2c3c(ccc2)cccc3)C)cc1,1.2478
*C(C*)(C(=O)OCC(C(F)(F)F)(F)F)C,1.5204
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc3Cc4c(-c3cc2)ccc(c4)*)cc1,1.42332
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Sc2ccc(cc2)Sc2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.3956
*c1nc(nc(n1)Oc1c(cccc1)C(=O)Oc1ccc(cc1)C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)OC(=O)c1c(cccc1)O*)N1CCOCC1,1.233
*NC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)NCCCCCCCCCC*,1.01
*C(C*)c1cc(ccc1)C,1.018
*c1nc(nc(n1)Oc1cc2c(cc1)cc(cc2)C(=O)Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)c1cc2c(cc1)cc(cc2)O*)C)(C)C)C)N1CCN(CC1)C,1.135
*C(C*)OC(=O)CCCCCCC,0.939
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)C(c2cc(c(c(c2)C(C)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)(c2ccccc2)C(F)(F)F)C(C)C)cc1,1.2
*C(C*)F,1.39425
*OC(=O)c1ccc(cc1)C(=O)OCCCCCC*,1.166
*OC(=O)CS(=O)(=O)CCS(=O)(=O)CC(=O)*,1.251
*C(C*)(C(=O)OC1CCCCC1)Cl,1.25
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C)C,1.34236
*N1C(=O)c2ccc3C(=O)N(C(=O)c4ccc(C1=O)c2c34)CCCCCCCCCCCC*,1.27
*c1cc2c(C(=O)N(C2=O)c2cc3c(C(CC3(c3ccc(cc3)N3C(=O)c4c(C3=O)cc(cc4)C(=O)*)C)(C)C)cc2)cc1,1.2195
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1,1.46
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCCCCCCCCC(=O)*,1.185
*/C(=C/CC*)/C,0.97051875
*C(C*)c1c(cc(c(c1)C)C)C,0.996
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)*,1.245
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)C(C)(C)C,1.1365
*C(C*)S(=O)(=O)c1ccccc1,1.244
*NC(=O)C(C(=O)NCCCCCC*)CCCCCCCCCCCCC,0.993
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)*,1.42
*C(C*)Cc1cc(ccc1)C,1.037
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)c2c(cc(cc2)*)C(F)(F)F)C(F)(F)F)cc1,1.47775
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2c(cc(cc2)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,1.443
*OC(CC*)(C(F)(F)F)C(F)(F)F,1.89
*C(C*)(C(=O)OCC(F)(F)F)F,1.5868
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.464
*C(C*)OC(=O)c1ccc(cc1)CC,1.145
*C(C*)(C)C,0.900408788
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Sc2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.398
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.375072
*C1C(=O)N(C(=O)C1C(C*)c1ccccc1)CCCCCCCCCCCCCCCC,1.03
*NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)*)C(C)C)C)C)C,1.28
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2ccc(cc2)*)cc1,1.47
*NC(=O)CC(=O)NC*,1.58
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)*)(C(F)(F)F)C(F)(F)F)cc1,1.424
*/C=C/CCCCCCCCCC*,0.995
*SSSSCC*,1.46405
*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)*)cc1,1.371
*C(C*)Cc1ccc(cc1)C,1.035
*NC(=O)C(C(C(=O)NCCCCCC*)OC)OC,1.19
*C1CC2CC(CC(C1)O2)OC(=O)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)O*,1.368
*NC(=O)CCCCCCCCC(=O)NCCCCCCCCCC*,1.04515
*C(C*)OC(=O)CCCCCCCCCCC,0.897
*OC(C*)COc1c(cccc1)Cl,1.414
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,1.473333333
*NC(C(=O)*)CCC(=O)OCc1cc(ccc1)Cl,1.343
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1)C(c1cc(c(cc1)*)[Si](C)(C)C)(C(F)(F)F)C(F)(F)F)[Si](C)(C)C,1.25
*[SiH](C#Cc1cc(ccc1)C#C*)c1ccccc1,1.3175
*C(C*)CCCCCCCC,0.857
*NC(=O)C(C(=O)NCCCCCC*)CCCCCCCCCCCCCCCCCC,0.975
*Sc1ccc(cc1)*,1.351409524
*C(C*)CC(CC)C,0.868333333
*NC(=O)C(C(=O)NCCCCCCCCC*)CCCCCCCCCCCC,0.977
*Oc1c(cc(c(c1)C(C)(C)C)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)C(c1ccc(cc1)NC(=O)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)C(C)(C)C,1.2
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Oc2ccc(cc2)Sc2ccc(cc2)*)cc1)(C)C,1.21
*OC(=O)CCCCCC(=O)OCC*,1.278
*C(C*)C(CC)C,0.885
*NC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCC*,1.006
*c1oc2c(n1)cc(cc2)*,1.589
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)c1ccc(cc1)*)(C)C)(C)C,1.166
*C(CC(C*)(c1ccc(cc1)OC(=O)C)OC(=O)C)(C#N)C#N,1.22
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*,1.5125
*OC1C(CCCC1)*,1.067
*NC(=O)CCCCCCCCCCCCCCCCC(=O)NCCc1ccc(cc1)CC*,1.055
*C(C*)(C(=O)OCc1cc(cc(c1)Cl)Cl)C,1.44
*NC(C(=O)*)CCC(=O)OCCCC,1.12
*C1(c2c(C(=O)O1)cccc2)c1cc(c(c(c1)Br)OC(=O)c1ccc(cc1)C(=O)Oc1c(cc(cc1Br)*)Br)Br,1.75
*C(C(=O)C*)c1cc(ccc1)C,1.166
*NC(=O)CCCCCCCCC(=O)NCCCP(CCC*)c1ccccc1,1.102
*C(C*)(C(=O)OCCC)Cl,1.3
*Oc1ccc(cc1)C(=O)OCCOC(=O)c1ccc(cc1)OCC*,1.364945455
