psmiles,value
*c1cc2C(c3c(-c2cc1)ccc(c3)c1cc2C(c3c(-c2cc1)ccc(c3)*)(c1ccc(cc1)c1oc(nn1)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)c1oc(nn1)c1ccc(cc1)C(C)(C)C)(CCCCCCCC)CCCCCCCC,403
*C=CC(C(*)C(=O)OCc1ccc(cc1)Br)C(=O)OCc1ccc(cc1)Br,298.5
*C=CC(C(*)C(=O)OCc1ccc(cc1)Cl)C(=O)OCc1ccc(cc1)Cl,299.2
*c1cc2C(c3c(-c2cc1)ccc(c3)C=Cc1cc2C(c3c(-c2cc1)ccc(c3)C=C*)(CCCCCCOc1ccc2c(c1)oc(=O)cc2)CCCCCCOc1ccc2c(c1)oc(=O)cc2)(CCCCCC)CCCCCC,440
*C1C2CC(C(C1*)C2)[Si](C)(C)C,420
*C(=C*)CCCOC(=O)c1c(ccc(c1)c1ccc(cc1)OC)c1ccc(cc1)OC,325
*C1C(CC(C1)C=C*)C(=O)OCCNC(C)(C)C,283
*C1C(CC(C1)C=C*)C(=O)OCCN(C)C,306
*C1C2C(C(C(C1*)C2)COCc1ccccc1)COCc1ccccc1,302
*C1C2C(C(C(C1*)C2)COCCCc1ccccc1)COCCCc1ccccc1,323
*C1C2CC(C(C1*)C2)CCCCc1ccccc1,353
*C(C*)OC1C2C3C(CCC3)C(C1)C2,369
*C(C(C(C*)OC)C(=O)OC)C(=O)OC,350
*C(C(C(C*)OC)(C(=O)OC)C)(C(=O)OC)C,277
*C(C*)(C(=O)OCCn1c2ccccc2c2ccccc12)C,305
*C(C*)(C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,260
*C(C*)C(=O)OC12CC3CC(CC(C1)C3)C2,358
*C(C*)C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC,317
*C(C*)C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCC,323
*C(C*)C(=O)OCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC,337
*C(C*)C(=O)OCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCC,340
*C(C*)(C(=O)Oc1ccc(cc1)c1oc(nn1)c1ccc(cc1)C(C)(C)C)C,323
*C(C*)C(=O)OCCCCCCCCCCC,336
*C(C*)C(=O)OCCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1cc(ccc1)OC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCC,341
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1cc(ccc1)OC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCC)C,346
*C(C*)(C(=O)OCCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1cc(ccc1)OC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCC)C,352
*C(C*)(C(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,260
*C(C*)(C(=O)OCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,260
*C(C*)(C(=O)OCCCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,260
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)C#Cc1c(cc(c(c1)C)C=Cc1ccncc1)C)C,362.75
*C(C*)C(=O)OCCCCCCCCCCOc1ccc(cc1)C(=O)O,336.5
*C(C*)C(=O)OCCCCCCCCCCOc1cc(ccc1)C(=O)O,336.5
*C(C*)C(=O)OCCCCCCCCCCOc1c(cccc1)C(=O)O,294
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)C#Cc1c(cc(c(c1)OC)C=Cc1ccncc1)OC)C,362
*C(C*)(C(=O)OCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,260
*C1C2CC(C(C1*)C2)C(=O)OCCc1ccc(cc1)N(c1ccccc1)c1ccccc1,343
*C1C2CC(C(C1*)C2)C(=O)OCCc1ccc(cc1)N(c1cc(ccc1)C)c1ccccc1,348
*C1C2CC(C(C1*)C2)C(=O)OCCc1ccc(cc1)N(c1c2c(ccc1)cccc2)c1ccccc1,349
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N1C(=O)C(=Cc2c(c3c(n2C)cccc3)C)C(=C(C)C)C1=O)C,335
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,335
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,353
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)F)C,362
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)Cl)C,359
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccccc1)C,360
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)OC)C,365
*C(C*)(C(=O)OCCCCCCOc1c(cc(c(c1)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)OC)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)C,391
*C(C*)(C(=O)OCCCCCCOc1c(cc(c(c1)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)OCCCCCCCC)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)C,391
*C(C*)(C(=O)OCCCCCCOc1c(cc(c(c1)c1ccc(cc1)c1ccc(cc1)OC)OCCCCCCCC)c1ccc(cc1)c1ccc(cc1)OC)C,378
*C(C*)(C(=O)OCC#CO[Si](C)(C)C)C,269
*C(C*)(C(=O)Oc1ccc(cc1)C=Cc1ccccc1)C,288.9
*C(C*)(C(=O)Oc1c(cc(cc1OC)C=Cc1ccccc1)OC)C,284.9
*C(C*)(C(=O)OCCCCCCCCOc1ccc(cc1)C=Cc1ccccc1)C,283.5
*C1C2C(C(C(C1*)C2)C(=O)OCc1ccccc1)C(=O)OCc1ccccc1,350
*C1C2C(C(C(C1*)C2)C(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,348
*C1C2C(C(C(C1*)C2)C(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,333
*C1C2C(C(C(C1*)C2)C(=O)OCC12CC3CC(CC(C1)C3)C2)C(=O)OCC12CC3CC(CC(C1)C3)C2,308
*C1C2C(C(C(C1*)C2)C(=O)OCCC12CC3CC(CC(C1)C3)C2)C(=O)OCCC12CC3CC(CC(C1)C3)C2,300
*C1C2C(C(C(C1*)C2)C(=O)OCC1C2CCC(C1)C2)C(=O)OCC1C2CCC(C1)C2,345
*C1C2C(C(C(C1*)C2)C(=O)OCCC1C2CCC(C1)C2)C(=O)OCCC1C2CCC(C1)C2,315
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)C=C(c1ccc(cc1)Br)C#N)CC)C,292
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)C=C(c1cc(c(cc1)OC)OC)C#N)CC)C,295
*C(C*)(C(=O)OCCN=C=S)C,277
*C(C*)(C(=O)OCCNC(=S)NCc1ccccc1)C,187
*C(C*)(C(=O)OCCNC(=S)OCc1ccccc1)C,167.5
*C(C*)(C(=O)OCCNC(=S)SCc1ccccc1)C,154
*C(C*)(C(=O)OCCNC(=S)NCCO)C,184
*C(C*)(C(=O)OCCNC(=S)SCCO)C,142
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1sc2c(n1)ccc(c2)F)C,312
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1sc2c(n1)ccc(c2)Cl)C,308
*C1C2C(C(=C1)C(*)(C)C)CC=CC2,170
*C1(CC(c2c1cc(cc2)*)(C)C)C,450
*C1C2C(C=CC2)C(C1)C=C*,400
*C1C(CC(C1)C=C*)C1CC=CCC1,430
*c1cc2C(c3c(-c2cc1)ccc(c3)*)(CCCCCCCC)CCCCCCCC,399
*c1cc2C(c3c(-c2cc1)ccc(c3)C=C*)(CC(CCCC)CC)CC(CCCC)CC,312
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)*)(C)C,475
*Oc1ccc(cc1)N=Cc1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1c(cc(cc1)C=Nc1ccc(cc1)*)OC)OC,200
*Oc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)*,420
*Oc1c(cc(cc1Cl)*)Cl,481.6666667
*Oc1c(cc(cc1C(C)C)*)C(C)C,400
*Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*,455
*Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)*,489
*Oc1ccc(cc1)Oc1cc(ccc1)C(=O)Oc1ccc(cc1)OC(=O)c1cc(ccc1)*,443
*Oc1ccc(cc1)Oc1cc(ccc1)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1cc(ccc1)*,458
*OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)Oc1ccccc1,390
*OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)Oc1ccc(cc1)Cl,405
*OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)Oc1c(cccc1Cl)Cl,345
*OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)Oc1c(cc(cc1Cl)Cl)Cl,290
*OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,325
*OP(=O)(Oc1c(c(c(c(c1Cl)Cl)*)Cl)Cl)Oc1ccccc1,285
*c1oc(nn1)c1cc(ccc1)*,450
*c1oc2c(n1)ccc(c2)c1ccc2c(oc(n2)c2cc(ccc2)*)c1,520
*c1oc2c(n1)cc(cc2)c1cc2c(oc(n2)c2cc(ccc2)*)cc1,425
*c1oc2c(n1)cc(cc2)c1cc2c(oc(n2)c2ccc(cc2)*)cc1,590
*c1oc2c(n1)cc(cc2)c1cc2c(oc(n2)CCCCCCCC*)cc1,300
*c1oc(nn1)c1ccc(cc1)*,450
*c1oc2c(n1)cc(cc2)c1cc2c(oc(n2)c2c3cc4c(cc3ccc2)c(ccc4)*)cc1,490
*O[Si](O[Si](Oc1c(cc(cc1C)c1cc(c(c(c1)C)*)C)C)(C)C)(C)C,420
*O[Si](O[Si](O[Si](Oc1c(cc(cc1C)c1cc(c(c(c1)C)*)C)C)(C)C)(C)C)(C)C,410
*O[Si](O[Si](O[Si](O[Si](Oc1c(cc(cc1C)c1cc(c(c(c1)C)*)C)C)(C)C)(C)C)(C)C)(C)C,330
*O[Si](O[Si](Oc1ccc(cc1)c1ccc(cc1)*)(C)C)(C)C,290
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(c(c(c(c1F)F)C(=O)c1c(c(c(c(c1F)F)*)F)F)F)F)(C(F)(F)F)C(F)(F)F,445.75
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1c(c(c(c(c1F)F)C(=O)c1c(c(c(c(c1F)F)*)F)F)F)F,436
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)Oc1c(c(c(c(c1F)F)C(=O)c1c(c(c(c(c1F)F)Oc1ccc(cc1)*)F)F)F)F,359
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(c(c(c(c1F)F)C(=O)c1c(c(c(c(c1F)F)*)F)F)F)F)(c1ccccc1)C,442
*Oc1c(c(c(c(c1F)F)c1c(c(c(c(c1F)F)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)F)F)F)F,514.6
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*,480
*c1oc(nn1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)c(c(c(c2Cl)Cl)Cl)Cl)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)*,400
*c1oc(nn1)c1ccc(cc1)Oc1cc(ccc1)NC(=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)c(c(c(c2Cl)Cl)Cl)Cl)C(=O)Nc1cc(ccc1)Oc1ccc(cc1)*,400
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c2c(ccc1)cccc2C(=O)c1ccc(cc1)*)(C)C,480
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c2c(ccc1)cccc2C(=O)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,522
*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1c2c(ccc1)cccc2C(=O)c1ccc(cc1)*,522
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c2c(ccc1)cccc2C(=O)c1ccc(cc1)*,529
*Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c2c(ccc1)cccc2C(=O)c1ccc(cc1)*,533
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1c2c(ccc1)cccc2C(=O)c1ccc(cc1)*)C(C)(C)C,478
*c1cc2c(oc(n2)c2ccc(cc2)Oc2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,529.8333333
*c1cc2c(oc(n2)c2ccc(cc2)Oc2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(c2ccccc2)C(F)(F)F)cc1,547
*c1cc2c(oc(n2)c2ccc(cc2)C(c2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(c2ccccc2)C(F)(F)F)cc1,529
*c1cc2c(oc(n2)c2ccc(cc2)C(c2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(c2ccccc2)C(F)(F)F)(c2ccccc2)C(F)(F)F)cc1,514
*c1cc2c(oc(n2)c2cc(ccc2)c2oc3c(n2)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,512
*c1cc2c(oc(n2)c2cc(ccc2)c2oc3c(n2)cc(cc3)C(*)(c2ccccc2)C(F)(F)F)cc1,524
*c1cc2c(oc(n2)c2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,527.6666667
*c1cc2c(oc(n2)c2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(c2ccccc2)C(F)(F)F)cc1,536
*c1cc2c(oc(n2)c2ccc(cc2)C(c2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,531
*c1cc2c(oc(n2)c2ccc(cc2)C(c2ccc(cc2)c2oc3c(n2)cc(cc3)C(*)(c2ccccc2)C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,520
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)*)(C)C,508
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,518
*Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)*,535
*Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)*,539
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)*,520
*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)*,541
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1)C(=O)c1ccc(cc1)*)(C)C,517
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1)C(=O)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,529
*Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1)C(=O)c1ccc(cc1)*,529
*Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1)C(=O)c1ccc(cc1)*,515
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1)C(=O)c1ccc(cc1)*,535
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)c(c(c(c2c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F,518
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F,539
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F,530
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C1(c3ccccc3-c3ccccc13)c1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F,523
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F,536
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C)C)c(c(c(c2c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1,515
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)c(c(c(c2c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1,530
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1,528
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1,546
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C1(c3ccccc3-c3ccccc13)c1ccc(cc1)Oc1ccc(cc1)*)c(c(c(c2c1ccccc1)c1cc2c(cc1)cccc2)c1cc2c(cc1)cccc2)c1ccccc1,542
*c1c2c(c(nn1)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C)C)c(c(c(c2c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F,510
*Oc1c(c(ccc1)Oc1ccc(cc1)c1ccc(cc1)*)C#N,547
*Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)C,500
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)*)C,477
*Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(c1ccccc1)C(F)(F)F)C,505
*Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)C,530
*Oc1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)*)C,515
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)*)C,514
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)*)c1ccccc1,596
*c1oc2c(n1)ccc(c2)c1ccc2c(oc(n2)c2ccc(cc2)C(c2ccc(cc2)*)(C(F)(F)F)C(F)(F)F)c1,534
*c1oc2c(n1)ccc(c2)c1ccc2c(oc(n2)c2ccc(cc2)C(c2ccc(cc2)*)(c2ccccc2)C(F)(F)F)c1,509
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)C(=O)c1ccc(cc1)*)(C)C,515
*c1nnc(nc1c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C)C)c1ncccc1,445
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)C(=O)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,548
*c1nnc(nc1c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)c1ncccc1,436
*c1nnc(nc1c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(c1ccccc1)C)c1ncccc1,447
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)C(=O)c1ccc(cc1)*)(c1ccccc1)C,498
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)C(=O)c1ccc(cc1)*,521
*c1nnc(nc1c1ccc(cc1)Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)*)c1ncccc1,443
*c1sc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1sc(cc1)C(=O)*)(C)C,430
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(=C)c1ccc(cc1)*,483
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=Cc1ccc(cc1)*,450
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1)c1ccccc1,500
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cc(ccc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Cc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500
*c1[nH]c(nc1c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cc2c(cc1)cc(cc2)C(=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,500
*Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1,544
*Oc1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1,507
*Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)c1ccccc1)c1ccccc1,487
*Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1,512
*Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,486
*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)c1ccccc1)c1ccccc1,530
*Oc1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)Oc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1,485
*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)c1ccccc1)(C)C)c1ccccc1,485
*Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=Nc1ccc(cc1)Oc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1,513
*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,497
